Date,Close
6/4/2019 16:00:00,1054.49
6/5/2019 16:00:00,1044.64
6/6/2019 16:00:00,1047.76
6/7/2019 16:00:00,1068.37
6/10/2019 16:00:00,1082.76
6/11/2019 16:00:00,1081.04
6/12/2019 16:00:00,1079.1
6/13/2019 16:00:00,1091.01
6/14/2019 16:00:00,1086.3
6/17/2019 16:00:00,1093.89
6/18/2019 16:00:00,1105.24
6/19/2019 16:00:00,1104.51
6/20/2019 16:00:00,1113.2
6/21/2019 16:00:00,1125.37
6/24/2019 16:00:00,1116.7
6/25/2019 16:00:00,1087.58
6/26/2019 16:00:00,1080.32
6/27/2019 16:00:00,1076.63
6/28/2019 16:00:00,1082.8
7/1/2019 16:00:00,1100
7/2/2019 16:00:00,1112.6
7/3/2019 13:00:00,1122.99
7/5/2019 16:00:00,1132.67
7/8/2019 16:00:00,1116.79
7/9/2019 16:00:00,1124.29
7/10/2019 16:00:00,1140.91
7/11/2019 16:00:00,1144.08
7/12/2019 16:00:00,1145.34
7/15/2019 16:00:00,1150.51
7/16/2019 16:00:00,1153.46
7/17/2019 16:00:00,1146.74
7/18/2019 16:00:00,1147.24
7/19/2019 16:00:00,1131.55
7/22/2019 16:00:00,1139.21
7/23/2019 16:00:00,1148.05
7/24/2019 16:00:00,1139.73
7/25/2019 16:00:00,1135.94
7/26/2019 16:00:00,1245.22
7/29/2019 16:00:00,1241.84
7/30/2019 16:00:00,1228
7/31/2019 16:00:00,1218.2
8/1/2019 16:00:00,1211.78
8/2/2019 16:00:00,1196.32
8/5/2019 16:00:00,1154.75
8/6/2019 16:00:00,1171.08
8/7/2019 16:00:00,1175.91
8/8/2019 16:00:00,1206.19
8/9/2019 16:00:00,1188.9
8/12/2019 16:00:00,1174.5
8/13/2019 16:00:00,1196.73
8/14/2019 16:00:00,1164.25
8/15/2019 16:00:00,1169.32
8/16/2019 16:00:00,1179.21
8/19/2019 16:00:00,1200.44
8/20/2019 16:00:00,1183.53
8/21/2019 16:00:00,1191.58
8/22/2019 16:00:00,1191.52
8/23/2019 16:00:00,1153.58
8/26/2019 16:00:00,1171.18
8/27/2019 16:00:00,1170.82
8/28/2019 16:00:00,1173.75
8/29/2019 16:00:00,1194.24
8/30/2019 16:00:00,1190.53
9/3/2019 16:00:00,1169.55
9/4/2019 16:00:00,1182.27
9/5/2019 16:00:00,1212.19
9/6/2019 16:00:00,1206.32
9/9/2019 16:00:00,1205.27
9/10/2019 16:00:00,1205.7
9/11/2019 16:00:00,1220
9/12/2019 16:00:00,1234.97
9/13/2019 16:00:00,1240.03
9/16/2019 16:00:00,1231.63
9/17/2019 16:00:00,1229.88
9/18/2019 16:00:00,1232.65
9/19/2019 16:00:00,1238.75
9/20/2019 16:00:00,1229.84
9/23/2019 16:00:00,1234.69
9/24/2019 16:00:00,1218.33
9/25/2019 16:00:00,1245.94
9/26/2019 16:00:00,1242.29
9/27/2019 16:00:00,1225.95
9/30/2019 16:00:00,1221.14
10/1/2019 16:00:00,1206
10/2/2019 16:00:00,1177.92
10/3/2019 16:00:00,1189.43
10/4/2019 16:00:00,1210.96
10/7/2019 16:00:00,1208.25
10/8/2019 16:00:00,1190.13
10/9/2019 16:00:00,1202.4
10/10/2019 16:00:00,1209.47
10/11/2019 16:00:00,1215.71
10/14/2019 16:00:00,1217.77
10/15/2019 16:00:00,1242.24
10/16/2019 16:00:00,1243
10/17/2019 16:00:00,1252.8
10/18/2019 16:00:00,1244.41
10/21/2019 16:00:00,1244.28
10/22/2019 16:00:00,1241.2
10/23/2019 16:00:00,1257.63
10/24/2019 16:00:00,1259.11
10/25/2019 16:00:00,1264.3
10/28/2019 16:00:00,1288.98
10/29/2019 16:00:00,1260.66
10/30/2019 16:00:00,1260.7
10/31/2019 16:00:00,1258.8
11/1/2019 16:00:00,1272.25
11/4/2019 16:00:00,1289.61
11/5/2019 16:00:00,1291.44
11/6/2019 16:00:00,1291.01
11/7/2019 16:00:00,1306.94
11/8/2019 16:00:00,1309
11/11/2019 16:00:00,1298.28
11/12/2019 16:00:00,1297.21
11/13/2019 16:00:00,1296.18
11/14/2019 16:00:00,1309.15
11/15/2019 16:00:00,1333.54
11/18/2019 16:00:00,1319.84
11/19/2019 16:00:00,1312.59
11/20/2019 16:00:00,1301.86
11/21/2019 16:00:00,1300.14
11/22/2019 16:00:00,1293.67
11/25/2019 16:00:00,1305.64
11/26/2019 16:00:00,1313
11/27/2019 16:00:00,1312.13
11/29/2019 13:00:00,1304.09
12/2/2019 16:00:00,1288.86
12/3/2019 16:00:00,1294.74
12/4/2019 16:00:00,1318.94
12/5/2019 16:00:00,1326.96
12/6/2019 16:00:00,1339.39
12/9/2019 16:00:00,1342.99
12/10/2019 16:00:00,1342.89
12/11/2019 16:00:00,1344.25
12/12/2019 16:00:00,1348.49
12/13/2019 16:00:00,1346.87
12/16/2019 16:00:00,1360.7
12/17/2019 16:00:00,1354.89
12/18/2019 16:00:00,1351.91
12/19/2019 16:00:00,1356.44
12/20/2019 16:00:00,1351.22
12/23/2019 16:00:00,1350.63
12/24/2019 13:00:00,1344.43
12/26/2019 16:00:00,1362.47
12/27/2019 16:00:00,1354.64
12/30/2019 16:00:00,1339.71
12/31/2019 16:00:00,1339.39
1/2/2020 16:00:00,1368.68
1/3/2020 16:00:00,1361.52
1/6/2020 16:00:00,1397.81
1/7/2020 16:00:00,1395.11
1/8/2020 16:00:00,1405.04
1/9/2020 16:00:00,1419.79
1/10/2020 16:00:00,1428.96
1/13/2020 16:00:00,1440.03
1/14/2020 16:00:00,1430.59
1/15/2020 16:00:00,1439.2
1/16/2020 16:00:00,1450.16
1/17/2020 16:00:00,1479.52
1/21/2020 16:00:00,1482.25
1/22/2020 16:00:00,1484.17
1/23/2020 16:00:00,1484.69
1/24/2020 16:00:00,1466.17
1/27/2020 16:00:00,1431.73
1/28/2020 16:00:00,1450.5
1/29/2020 16:00:00,1456.7
1/30/2020 16:00:00,1454.25
1/31/2020 16:00:00,1432.78
2/3/2020 16:00:00,1482.6
2/4/2020 16:00:00,1445.41
2/5/2020 16:00:00,1446.05
2/6/2020 16:00:00,1475.97
2/7/2020 16:00:00,1479.11
2/10/2020 16:00:00,1508.66
2/11/2020 16:00:00,1510.06
2/12/2020 16:00:00,1518.63
2/13/2020 16:00:00,1513.39
2/14/2020 16:00:00,1518.73
2/18/2020 16:00:00,1519.44
2/19/2020 16:00:00,1524.87
2/20/2020 16:00:00,1516.99
2/21/2020 16:00:00,1483.46
2/24/2020 16:00:00,1419.86
2/25/2020 16:00:00,1386.32
2/26/2020 16:00:00,1390.47
2/27/2020 16:00:00,1314.95
2/28/2020 16:00:00,1339.25
3/2/2020 16:00:00,1386.32
3/3/2020 16:00:00,1337.72
3/4/2020 16:00:00,1381.6
3/5/2020 16:00:00,1314.76
3/6/2020 16:00:00,1295.74
3/9/2020 16:00:00,1215.79
3/10/2020 16:00:00,1275.17
3/11/2020 16:00:00,1210.9
3/12/2020 16:00:00,1111.55
3/13/2020 16:00:00,1214.27
3/16/2020 16:00:00,1073
3/17/2020 16:00:00,1118.06
3/18/2020 16:00:00,1091.19
3/19/2020 16:00:00,1111.67
3/20/2020 16:00:00,1068.21
3/23/2020 16:00:00,1054.13
3/24/2020 16:00:00,1130.01
3/25/2020 16:00:00,1101.62
3/26/2020 16:00:00,1162.92
3/27/2020 16:00:00,1110.26
3/30/2020 16:00:00,1146.31
3/31/2020 16:00:00,1161.95
4/1/2020 16:00:00,1102.1
4/2/2020 16:00:00,1117.03
4/3/2020 16:00:00,1092.7
4/6/2020 16:00:00,1183.19
4/7/2020 16:00:00,1182.56
4/8/2020 16:00:00,1207
4/9/2020 16:00:00,1206.57
4/13/2020 16:00:00,1210.41
4/14/2020 16:00:00,1265.23
4/15/2020 16:00:00,1257.3
4/16/2020 16:00:00,1257.43
4/17/2020 16:00:00,1279
4/20/2020 16:00:00,1261.15
4/21/2020 16:00:00,1212.16
4/22/2020 16:00:00,1258.41
4/23/2020 16:00:00,1271.17
4/24/2020 16:00:00,1276.6
4/27/2020 16:00:00,1270.86
4/28/2020 16:00:00,1232.59
4/29/2020 16:00:00,1342.18
4/30/2020 16:00:00,1346.7
5/1/2020 16:00:00,1317.32
5/4/2020 16:00:00,1322.9
5/5/2020 16:00:00,1349.02
5/6/2020 16:00:00,1345.43
5/7/2020 16:00:00,1369.28
5/8/2020 16:00:00,1384.34
5/11/2020 16:00:00,1403.59
5/12/2020 16:00:00,1375.18
5/13/2020 16:00:00,1348.33
5/14/2020 16:00:00,1356.86
5/15/2020 16:00:00,1373.06
5/18/2020 16:00:00,1385.18
5/19/2020 16:00:00,1374.4
5/20/2020 16:00:00,1409.16
5/21/2020 16:00:00,1406.75
5/22/2020 16:00:00,1413.24
5/26/2020 16:00:00,1421.37
5/27/2020 16:00:00,1420.28
5/28/2020 16:00:00,1418.24
5/29/2020 16:00:00,1433.52
6/1/2020 16:00:00,1434.87
6/2/2020 16:00:00,1442.31
6/3/2020 16:00:00,1439.25
6/4/2020 16:00:00,1414.3
6/5/2020 16:00:00,1440.02
6/8/2020 16:00:00,1448.04
6/9/2020 16:00:00,1452.08
6/10/2020 16:00:00,1464.7
6/11/2020 16:00:00,1401.9
6/12/2020 16:00:00,1412.92
6/15/2020 16:00:00,1420.74
6/16/2020 16:00:00,1446.47
6/17/2020 16:00:00,1452.54
6/18/2020 16:00:00,1434.12
6/19/2020 16:00:00,1424.64
6/22/2020 16:00:00,1450.66
6/23/2020 16:00:00,1463.98
6/24/2020 16:00:00,1432.7
6/25/2020 16:00:00,1441.1
6/26/2020 16:00:00,1362.54
6/29/2020 16:00:00,1397.17
6/30/2020 16:00:00,1418.05
7/1/2020 16:00:00,1442
7/2/2020 16:00:00,1469.93
7/6/2020 16:00:00,1499.65
7/7/2020 16:00:00,1489.92
7/8/2020 16:00:00,1503.6
7/9/2020 16:00:00,1518.66
7/10/2020 16:00:00,1539.01
7/13/2020 16:00:00,1512.23
7/14/2020 16:00:00,1520.86
7/15/2020 16:00:00,1516.88
7/16/2020 16:00:00,1514.92
7/17/2020 16:00:00,1516.85
7/20/2020 16:00:00,1563.84
7/21/2020 16:00:00,1555.92
7/22/2020 16:00:00,1564.85
7/23/2020 16:00:00,1516.75
7/24/2020 16:00:00,1508.21
7/27/2020 16:00:00,1529.43
7/28/2020 16:00:00,1503.65
7/29/2020 16:00:00,1523.51
7/30/2020 16:00:00,1538.37
7/31/2020 16:00:00,1487.95
8/3/2020 16:00:00,1482.76
8/4/2020 16:00:00,1473.3
8/5/2020 16:00:00,1479.09
8/6/2020 16:00:00,1504.95
8/7/2020 16:00:00,1498.37
8/10/2020 16:00:00,1496.82
8/11/2020 16:00:00,1480.54
8/12/2020 16:00:00,1507.24
8/13/2020 16:00:00,1516.65
8/14/2020 16:00:00,1504.63
8/17/2020 16:00:00,1516.24
8/18/2020 16:00:00,1555.78
8/19/2020 16:00:00,1544.61
8/20/2020 16:00:00,1576.25
8/21/2020 16:00:00,1575.57
8/24/2020 16:00:00,1585.15
8/25/2020 16:00:00,1605.85
8/26/2020 16:00:00,1644.13
8/27/2020 16:00:00,1628.52
8/28/2020 16:00:00,1639.43
8/31/2020 16:00:00,1629.53
9/1/2020 16:00:00,1655.08
9/2/2020 16:00:00,1717.39
9/3/2020 16:00:00,1629.51
9/4/2020 16:00:00,1581.21
9/8/2020 16:00:00,1523.6
9/9/2020 16:00:00,1547.23
9/10/2020 16:00:00,1526.05
9/11/2020 16:00:00,1515.76
9/14/2020 16:00:00,1508.83
9/15/2020 16:00:00,1535.12
9/16/2020 16:00:00,1512.09
9/17/2020 16:00:00,1487.04
9/18/2020 16:00:00,1451.09
9/21/2020 16:00:00,1430.14
9/22/2020 16:00:00,1459.82
9/23/2020 16:00:00,1409.39
9/24/2020 16:00:00,1422.86
9/25/2020 16:00:00,1439.06
9/28/2020 16:00:00,1458.66
9/29/2020 16:00:00,1466.02
9/30/2020 16:00:00,1465.6
10/1/2020 16:00:00,1487.9
10/2/2020 16:00:00,1455.6
10/5/2020 16:00:00,1482.83
10/6/2020 16:00:00,1451.02
